timestamp,speaker,languagen,text,source,line
01:42:15,l,de,Nee.,4_9hours.mp4,1765
01:42:16,o,de,Der Black Knife Assassin ist weiter unten.,4_9hours.mp4,1766
01:42:19,o,de,Oder hier drüben.,4_9hours.mp4,1767
01:42:20,o,de,Warte.,4_9hours.mp4,1768
01:42:21,o,de,Hier drüben ist er.,4_9hours.mp4,1769
01:42:22,o,de,Können wir auch gleich hingehen.,4_9hours.mp4,1770
01:42:25,l,de,Was ist da?,4_9hours.mp4,1771
01:42:26,o,de,Äh.,4_9hours.mp4,1772
01:42:27,o,de,Hallo.,4_9hours.mp4,1773
01:42:29,o,de,Äh.,4_9hours.mp4,1774
01:42:30,o,en,Nope.,4_9hours.mp4,1775
01:42:31,o,de,Ist alles gar nichts.,4_9hours.mp4,1776
01:42:33,o,de,Ja.,4_9hours.mp4,1777
01:42:34,o,de,Lass Black Knife Assassin noch mal.,4_9hours.mp4,1778
01:42:37,l,de,Ja.,4_9hours.mp4,1779
01:42:41,l,en,Hello.,4_9hours.mp4,1780
01:42:42,o,de,Kann ich auch?,4_9hours.mp4,1781
01:42:43,o,en,What?,4_9hours.mp4,1782
01:42:44,o,de,Ich weiß nicht.,4_9hours.mp4,1783
01:42:45,c,de,Bin heute worked.,4_9hours.mp4,1784
01:42:46,c,de,Deshalb lurky.,4_9hours.mp4,1785
01:42:47,o,de,Ja.,4_9hours.mp4,1786
01:42:48,o,de,Okay.,4_9hours.mp4,1787
01:42:49,o,de,Oh.,4_9hours.mp4,1788
01:42:50,o,de,Wo?,4_9hours.mp4,1789
01:42:51,o,de,Ah.,4_9hours.mp4,1790
01:42:52,o,de,Da.,4_9hours.mp4,1791
01:42:54,o,de,Ja.,4_9hours.mp4,1792
01:42:55,o,de,Das geht auch.,4_9hours.mp4,1793
01:42:56,o,de,"Geil, Omar.",4_9hours.mp4,1794
01:42:59,o,de,Er ist einfach nur zu schnell.,4_9hours.mp4,1795
01:43:00,l,de,Ich mag ihn nicht.,4_9hours.mp4,1796
01:43:01,l,de,Er ist wirklich schnell.,4_9hours.mp4,1797
01:43:14,l,de,Also Frederich hat schon...,4_9hours.mp4,1798
01:43:15,l,de,Frederich.,4_9hours.mp4,1799
01:43:16,l,de,Hat schon ein bisschen Fettarsch-Syndrom.,4_9hours.mp4,1800
01:43:18,l,de,Ich sehe die ganze Zeit den Boss nicht.,4_9hours.mp4,1801
01:43:22,l,de,Ja.,4_9hours.mp4,1802
01:43:23,l,de,Du fokust einfach.,4_9hours.mp4,1803
01:43:24,o,de,Dann haust du einfach zu.,4_9hours.mp4,1804
01:43:33,o,de,Bam.,4_9hours.mp4,1805
01:43:34,o,de,Vorbei.,4_9hours.mp4,1806
01:43:38,o,de,Okay.,4_9hours.mp4,1807
01:43:39,l,de,Son moved.,4_9hours.mp4,1808
01:43:41,l,de,Ist hier nicht ein Chumpy?,4_9hours.mp4,1809
01:43:42,l,de,Maximale Leben erhöhen.,4_9hours.mp4,1810
01:43:43,l,de,Oh mein Gott.,4_9hours.mp4,1811
01:43:45,l,de,Fuck.,4_9hours.mp4,1812
01:43:46,l,de,I didn't get the boss loot.,4_9hours.mp4,1813
01:43:47,l,en,I'm poopy trained.,4_9hours.mp4,1814
01:43:48,l,en,Anyways.,4_9hours.mp4,1815
01:43:52,l,en,Oh shit.,4_9hours.mp4,1816
01:43:53,l,de,Wo lang?,4_9hours.mp4,1817
01:43:54,l,en,Oh shit.,4_9hours.mp4,1818
01:43:55,l,en,Oh shit.,4_9hours.mp4,1819
01:43:56,l,en,Ah.,4_9hours.mp4,1820
01:43:57,l,de,Da ist ein Sprung.,4_9hours.mp4,1821
01:43:58,l,de,Da ist ein Sprungding.,4_9hours.mp4,1822
01:43:59,l,de,Nein.,4_9hours.mp4,1823
01:44:00,l,de,Ich bin tot.,4_9hours.mp4,1824
01:44:01,l,de,Ich kann dich nicht retten.,4_9hours.mp4,1825
01:44:02,l,de,Es ist so blöd.,4_9hours.mp4,1826
01:44:03,l,de,Got him.,4_9hours.mp4,1827
01:44:04,l,de,Ah.,4_9hours.mp4,1828
01:44:05,l,en,Fuck.,4_9hours.mp4,1829
01:44:06,l,de,Ich geh noch zu Grace.,4_9hours.mp4,1830
01:44:07,l,de,Ich kann mich noch einmal aufleveln.,4_9hours.mp4,1831
01:44:11,l,de,Oh damn it.,4_9hours.mp4,1832
01:44:12,c,de,I'm doing it like once a week in a computer club.,4_9hours.mp4,1833
01:44:15,o,de,Ist noch eine Grace bei dir?,4_9hours.mp4,1834
01:44:17,o,de,Jo.,4_9hours.mp4,1835
01:44:18,o,de,Ich muss auch da hin.,4_9hours.mp4,1836
01:44:19,o,de,Es geht nicht anders.,4_9hours.mp4,1837
01:44:22,l,en,I would get a PC.,4_9hours.mp4,1838
01:44:23,l,de,Yeah.,4_9hours.mp4,1839
01:44:24,l,en,I mean I have one.,4_9hours.mp4,1840
01:44:25,l,en,And I never regretted it.,4_9hours.mp4,1841
01:44:28,l,en,I build my own PCs.,4_9hours.mp4,1842
01:44:31,l,en,I want a new one though.,4_9hours.mp4,1843
01:44:33,l,en,So don't get my gear.,4_9hours.mp4,1844
01:44:34,l,en,I mean if you get my gear it's probably pretty cheap at this point.,4_9hours.mp4,1845
01:44:38,l,en,But.,4_9hours.mp4,1846
01:44:41,o,de,Oh es ist hart.,4_9hours.mp4,1847
01:44:43,l,en,Not nice.,4_9hours.mp4,1848
01:44:44,l,en,It's not nice.,4_9hours.mp4,1849
01:44:46,l,en,It's still a good performance.,4_9hours.mp4,1850
01:44:49,l,en,I think you can actually check on my setup with a command.,4_9hours.mp4,1851
01:44:53,l,en,I don't know if it's !setup or something else.,4_9hours.mp4,1852
01:45:02,l,en,Wait.,4_9hours.mp4,1853
01:45:06,l,en,Yeah.,4_9hours.mp4,1854
01:45:07,l,en,See.,4_9hours.mp4,1855
01:45:08,l,en,Now you can see my PC stats.,4_9hours.mp4,1856
01:45:13,l,en,I would always think about what you actually want to do with it.,4_9hours.mp4,1857
01:45:16,o,en,The graphics are not correct.,4_9hours.mp4,1858
01:45:17,l,en,Yeah.,4_9hours.mp4,1859
01:45:18,l,en,The graphics card is not up to date anymore.,4_9hours.mp4,1860
01:45:20,l,en,But I would always think about what you actually want to do.,4_9hours.mp4,1861
01:45:23,l,en,Like do you need a high end PC or what kind of games are you going to play.,4_9hours.mp4,1862
01:45:29,l,en,What are your expectations.,4_9hours.mp4,1863
01:45:31,l,en,And if you don't want to train your own LLM or something.,4_9hours.mp4,1864
01:45:34,l,en,You're usually fine with going like.,4_9hours.mp4,1865
01:45:42,l,en,One lower.,4_9hours.mp4,1866
01:45:48,l,en,Like one generation lower.,4_9hours.mp4,1867
01:45:57,l,en,Oh.,4_9hours.mp4,1869
01:46:00,l,en,Yeah then.,4_9hours.mp4,1870
01:46:11,c,en,Warhammer series.,4_9hours.mp4,1871
01:46:12,l,en,Yeah then you can just get like a 4060 or something.,4_9hours.mp4,1872
01:46:16,o,en,Wow.,4_9hours.mp4,1873
01:46:17,l,en,Like the best graphics card.,4_9hours.mp4,1874
01:46:19,l,en,Oh my god.,4_9hours.mp4,1875
01:46:21,l,en,He's a huge bitch.,4_9hours.mp4,1876
01:46:29,l,en,Sneak attack.,4_9hours.mp4,1877
01:46:57,l,en,Ow.,4_9hours.mp4,1879
01:46:58,l,en,Don't dodge.,4_9hours.mp4,1880
01:47:02,l,en,Ow.,4_9hours.mp4,1881
01:47:04,o,en,Why.,4_9hours.mp4,1882
01:47:07,o,en,Come back.,4_9hours.mp4,1883
01:47:16,l,en,Where is he?,4_9hours.mp4,1884
01:47:35,o,en,Yeah.,4_9hours.mp4,1885
01:47:36,o,en,This is damage.,4_9hours.mp4,1886
01:47:37,l,en,I didn't want to do that.,4_9hours.mp4,1887
01:47:46,o,en,Oh fuck.,4_9hours.mp4,1888
01:47:48,l,en,Ow.,4_9hours.mp4,1889
01:47:49,l,en,Stop.,4_9hours.mp4,1890
01:47:50,l,en,Stop.,4_9hours.mp4,1891
01:47:51,l,en,Oh my god.,4_9hours.mp4,1892
01:47:54,o,en,Come fight next to Sebastian.,4_9hours.mp4,1893
01:47:59,o,en,Oh fuck.,4_9hours.mp4,1894
01:48:00,l,en,Where is Sebastian?,4_9hours.mp4,1895
01:48:01,o,en,Now he's focused.,4_9hours.mp4,1896
01:48:03,l,en,Sebastian.,4_9hours.mp4,1897
01:48:07,l,en,Get to Sebastian.,4_9hours.mp4,1898
01:48:16,o,en,Oh fuck.,4_9hours.mp4,1899
01:48:19,o,en,Still not next to Sebastian.,4_9hours.mp4,1900
01:48:25,l,en,Oh god.,4_9hours.mp4,1901
01:48:31,l,en,He hates Sebastian.,4_9hours.mp4,1902
01:48:36,o,en,Oh fuck.,4_9hours.mp4,1903
01:48:46,l,en,Yeah.,4_9hours.mp4,1904
01:48:47,l,en,On my way.,4_9hours.mp4,1905
01:48:48,l,en,On my way.,4_9hours.mp4,1906
01:48:53,l,en,It's usually cheaper to build yourself.,4_9hours.mp4,1907
01:48:59,l,en,So I would say yes.,4_9hours.mp4,1908
01:49:00,l,en,It's better.,4_9hours.mp4,1909
01:49:02,l,en,Ow.,4_9hours.mp4,1910
01:49:03,l,en,Why am I tanking?,4_9hours.mp4,1911
01:49:07,l,en,Go get Sebastian.,4_9hours.mp4,1912
01:49:12,o,en,This bitch not moving.,4_9hours.mp4,1913
01:49:14,o,en,Finally.,4_9hours.mp4,1915
01:49:15,o,en,Oh my god.,4_9hours.mp4,1916
01:49:22,l,en,Yeah.,4_9hours.mp4,1917
01:49:23,l,en,Get fucked.,4_9hours.mp4,1918
01:49:24,l,en,And yes.,4_9hours.mp4,1919
01:49:43,o,en,Fuck.,4_9hours.mp4,1920
01:49:51,l,en,Gonna kill him.,4_9hours.mp4,1922
01:49:52,l,en,Gonna kill him.,4_9hours.mp4,1923
01:49:54,l,en,Let's go.,4_9hours.mp4,1924
01:49:58,l,en,If you build it correctly and don't break stuff.,4_9hours.mp4,1925
01:50:00,l,de,"Aber es ist eigentlich nicht so schwer. Ich meine, selbst ich kann es.",4_9hours.mp4,1926
01:50:11,o,de,Alles ist scheiße.,4_9hours.mp4,1927
01:50:13,l,de,Selbst ich kann es.,4_9hours.mp4,1928
01:50:19,l,de,"Viel Spaß beim nicht weggeblasen werden, Flo.",4_9hours.mp4,1929
01:50:25,l,de,Ich muss in die Kirche gehen und dann Ruinen.,4_9hours.mp4,1930
01:50:29,l,de,"Nein, ich bin auf dem Weg zum Clown.",4_9hours.mp4,1931
01:50:38,l,de,"Ja, dann schaue ich viele Videos darüber.",4_9hours.mp4,1932
01:50:44,l,de,"Ich meine, es wird viel Geld sein, je nachdem.",4_9hours.mp4,1933
01:50:49,l,de,Nein.,4_9hours.mp4,1934
01:51:03,l,de,Wir können uns hier treffen.,4_9hours.mp4,1935
01:51:08,o,de,"Ja, wir können uns hier treffen.",4_9hours.mp4,1936
01:51:12,o,de,Ich habe kurz meine Ruhe.,4_9hours.mp4,1937
01:51:15,o,de,"Ja, ja, ja.",4_9hours.mp4,1938
01:51:17,l,de,"Ich weiß schon, ich weiß schon. Ich kenne schon die Taktiken.",4_9hours.mp4,1939
01:51:23,o,de,"Gut genommen, ist okay.",4_9hours.mp4,1940
01:51:28,o,de,Okay.,4_9hours.mp4,1941
01:51:31,o,de,Power up.,4_9hours.mp4,1942
01:51:35,o,de,"Oh, okay.",4_9hours.mp4,1943
01:51:38,o,de,"Ah, das tut weh.",4_9hours.mp4,1944
01:51:44,l,de,Du hast es geschafft.,4_9hours.mp4,1945
01:51:47,l,de,Ja.,4_9hours.mp4,1946
01:51:49,l,de,Wir haben es geschafft. Wir haben es geschafft.,4_9hours.mp4,1947
01:52:14,l,de,"Ich bin blau. Ja, okay.",4_9hours.mp4,1948
01:52:17,o,de,Du bist so blau.,4_9hours.mp4,1949
01:52:19,c,de,"Danke, Männer und Männer.",4_9hours.mp4,1950
01:52:24,l,de,Lady Flo.,4_9hours.mp4,1951
01:52:29,l,de,"Ich glaube, Chat wird euch hier sehr helfen.",4_9hours.mp4,1952
01:52:33,l,de,Jeder hier ist sehr nett.,4_9hours.mp4,1953
01:52:38,l,de,"Flo, wann bist du fertig mit Arbeiten?",4_9hours.mp4,1954
01:52:42,o,de,Fertig.,4_9hours.mp4,1955
01:52:44,l,de,Fertig.,4_9hours.mp4,1956
01:52:52,l,de,"Okay, welcher Evergale grün? Okay, let's go.",4_9hours.mp4,1957
01:53:01,l,de,Ween.,4_9hours.mp4,1958
01:53:04,l,de,Okay.,4_9hours.mp4,1959
01:53:05,l,de,"Ja, jetzt ist es ja eh schon halb acht. Let's go.",4_9hours.mp4,1960
01:53:08,l,de,Endspurt.,4_9hours.mp4,1961
01:53:12,o,de,"Oh, du startest schon direkt.",4_9hours.mp4,1962
01:53:18,o,de,Das ist ein Time Management Game.,4_9hours.mp4,1963
01:53:20,o,de,"Ich weiß, ich weiß.",4_9hours.mp4,1964
01:53:23,o,de,"Das Einzige, was ich nicht kann.",4_9hours.mp4,1965
01:53:27,l,de,Same.,4_9hours.mp4,1966
01:53:42,o,de,"Oh man, warum sind zwei meine?",4_9hours.mp4,1967
01:53:49,o,de,Mach es schön.,4_9hours.mp4,1968
01:54:05,l,de,"Ja, Bumsen.",4_9hours.mp4,1969
01:54:07,l,de,"Ja, Bumsen.",4_9hours.mp4,1970
01:54:09,l,de,Frederik macht das super.,4_9hours.mp4,1971
01:54:14,o,de,Bye-bye.,4_9hours.mp4,1972
01:54:17,l,de,"Beautiful, beautiful.",4_9hours.mp4,1973
01:54:23,l,de,Ja.,4_9hours.mp4,1974
01:54:27,l,de,"Okay, Camstel.",4_9hours.mp4,1975
01:54:28,o,de,Haben wir noch eins?,4_9hours.mp4,1976
01:54:29,o,de,Haben wir noch eins irgendwo in der Nähe?,4_9hours.mp4,1977
01:54:31,l,de,"Okay, wir machen Castle.",4_9hours.mp4,1978
01:54:33,o,de,Ich würde Castle in der Nähe übernäht haben.,4_9hours.mp4,1979
01:54:35,l,de,"Warte, mir fehlt da noch eine Kirche.",4_9hours.mp4,1980
01:54:37,l,de,Ich gehe erst zur Kirche.,4_9hours.mp4,1981
01:54:41,o,de,Okay.,4_9hours.mp4,1982
01:54:47,l,de,"Ich gucke mal, ob ich noch irgendwo...",4_9hours.mp4,1983
01:54:49,l,de,"Church, church, church.",4_9hours.mp4,1984
01:54:50,o,de,Oh.,4_9hours.mp4,1985
01:54:51,o,de,"Äh, nein.",4_9hours.mp4,1986
01:54:52,l,en,How?,4_9hours.mp4,1987
01:54:53,o,de,"Äh, no?",4_9hours.mp4,1988
01:54:55,l,de,I don't wanna fight you.,4_9hours.mp4,1989
01:54:59,o,de,"Okay, da sind noch zwei Bosse.",4_9hours.mp4,1990
01:55:00,l,en,Fucking Elder Lion.,4_9hours.mp4,1991
01:55:02,l,en,I have to pee.,4_9hours.mp4,1992
01:55:16,l,de,Ich habe halt richtige Arschwaffen.,4_9hours.mp4,1993
01:55:20,o,de,"Ah, meine sind nicht besser.",4_9hours.mp4,1994
01:55:22,l,de,"Oh, Maximum Stamina, wenn jemand das möchte.",4_9hours.mp4,1995
01:55:25,l,de,Liegt hier auf mir.,4_9hours.mp4,1996
01:55:31,l,de,Ich habe schon zwei Talismanis.,4_9hours.mp4,1997
01:55:36,o,de,Glaube ich auch.,4_9hours.mp4,1998
01:55:37,l,de,Ja.,4_9hours.mp4,1999
01:55:38,o,de,Ich bin auch schon bedient.,4_9hours.mp4,2000
01:55:39,l,de,Okay.,4_9hours.mp4,2001
01:55:44,l,de,Okay.,4_9hours.mp4,2002
01:55:46,l,de,Okay.,4_9hours.mp4,2003
01:55:48,l,de,Okay.,4_9hours.mp4,2004
01:55:49,l,de,Okay.,4_9hours.mp4,2005
01:55:51,l,de,Okay.,4_9hours.mp4,2006
01:55:57,l,de,Boah.,4_9hours.mp4,2007
01:55:59,o,en,Let's go.,4_9hours.mp4,2008
01:56:01,l,en,Thank you very much.,4_9hours.mp4,2009
01:56:03,l,en,Thank you so much.,4_9hours.mp4,2010
01:56:05,l,en,What?,4_9hours.mp4,2011
01:56:07,l,en,"Oh, this is right.",4_9hours.mp4,2012
01:56:08,l,de,"Sechs Stück, da muss ich jetzt zweimal drehen.",4_9hours.mp4,2013
01:56:10,c,de,Aber Dali.,4_9hours.mp4,2014
01:56:12,l,de,"Okay, wait.",4_9hours.mp4,2015
01:56:13,l,de,"Naja, das mache ich, wenn ich actually Pause habe.",4_9hours.mp4,2016
01:56:16,o,de,Wollte ein Castle machen.,4_9hours.mp4,2017
01:56:17,o,de,So.,4_9hours.mp4,2018
01:56:18,l,en,"Ja, let's go Castle.",4_9hours.mp4,2019
01:56:19,l,en,"Ja, let's go Castle.",4_9hours.mp4,2020
01:56:22,l,en,Thank you.,4_9hours.mp4,2021
01:56:24,l,en,And one is for...,4_9hours.mp4,2022
01:56:26,l,en,How do I...,4_9hours.mp4,2023
01:56:27,l,en,Psyotrope.,4_9hours.mp4,2024
01:56:31,l,en,Did I get it right?,4_9hours.mp4,2025
01:56:36,l,de,Sollen wir erst in den Keller?,4_9hours.mp4,2026
01:56:37,o,de,Ja.,4_9hours.mp4,2027
01:56:39,l,de,Eine Brain Cell.,4_9hours.mp4,2028
01:56:41,o,de,"Ja, so und nicht anders.",4_9hours.mp4,2029
01:56:43,c,de,"Nie wieder pausieren, bis das Stream endet.",4_9hours.mp4,2030
01:56:44,l,de,Doch.,4_9hours.mp4,2031
01:56:45,l,de,"Doch, doch.",4_9hours.mp4,2032
01:56:47,o,de,Und wie lange machen wir heute?,4_9hours.mp4,2033
01:56:50,o,de,Oh nein.,4_9hours.mp4,2034
01:56:51,o,de,"Boah, das ist lang.",4_9hours.mp4,2035
01:56:54,o,de,Das wird hart.,4_9hours.mp4,2036
01:56:55,l,de,Später kommt auf jeden Fall Flo.,4_9hours.mp4,2037
01:56:57,l,de,"Ja, das wird hart.",4_9hours.mp4,2038
01:56:58,l,en,Bell Bearing Hunter.,4_9hours.mp4,2039
01:56:59,l,de,"Ne, den würde ich mir sparen.",4_9hours.mp4,2040
01:57:00,l,de,Den sollten wir gar nicht machen.,4_9hours.mp4,2041
01:57:02,l,de,Den sollten wir gar nicht machen.,4_9hours.mp4,2042
01:57:03,l,de,Der ist...,4_9hours.mp4,2043
01:57:04,l,de,"Der dauert zu lang, ja.",4_9hours.mp4,2044
01:57:05,o,de,"Ja, und der ist zu stark.",4_9hours.mp4,2045
01:57:06,o,en,Bell Bearing Knight.,4_9hours.mp4,2046
01:57:07,o,de,"Ja, der ist zu stark.",4_9hours.mp4,2047
01:57:08,o,en,Bell Bearing Hunter.,4_9hours.mp4,2048
01:57:09,o,de,Oh!,4_9hours.mp4,2049
01:57:10,o,de,Ich bin weg.,4_9hours.mp4,2050
01:57:11,o,de,"Okay, dann lass einfach die...",4_9hours.mp4,2051
01:57:13,o,de,Entweder wir gehen den Bosse auf den Dach.,4_9hours.mp4,2052
01:57:15,o,de,Killen.,4_9hours.mp4,2053
01:57:16,o,de,Oder wir machen die Cruiser Run 1.,4_9hours.mp4,2054
01:57:18,o,de,Oder beides.,4_9hours.mp4,2055
01:57:23,o,de,Ich frage was du...,4_9hours.mp4,2056
01:57:24,o,de,"Ja, dann würde ich den auch treffen, gell?",4_9hours.mp4,2057
01:57:29,o,de,"Ah, falscher Ulti.",4_9hours.mp4,2058
01:57:30,o,de,Ich bin Retarded.,4_9hours.mp4,2059
01:57:48,o,de,Vorbei.,4_9hours.mp4,2060
01:57:50,l,de,"Der Bell Bearing Hunter ist immer noch aktiv und wartet, dass wir zurückkommen.",4_9hours.mp4,2061
01:57:54,o,de,Ja.,4_9hours.mp4,2062
01:57:55,o,de,Also bleib!,4_9hours.mp4,2063
01:57:56,o,de,Komm zurück!,4_9hours.mp4,2064
01:57:57,l,en,Please!,4_9hours.mp4,2065
01:57:58,o,de,Ich bin noch nicht fertig!,4_9hours.mp4,2066
01:57:59,o,en,It's my only purpose.,4_9hours.mp4,2067
01:58:03,o,en,I wanna play with you all!,4_9hours.mp4,2068
01:58:10,l,en,Flo!,4_9hours.mp4,2069
01:58:12,l,de,Nochmal 5.,4_9hours.mp4,2070
01:58:14,l,de,Dann muss ich dreimal drehen.,4_9hours.mp4,2071
01:58:16,l,de,Okay.,4_9hours.mp4,2072
01:58:17,l,de,Ich werde nie wieder Iron Eye spielen.,4_9hours.mp4,2073
01:58:26,l,de,Dankeschön!,4_9hours.mp4,2074
01:58:27,l,de,Oh mein Gott!,4_9hours.mp4,2075
01:58:28,l,de,Oh mein Gott!,4_9hours.mp4,2076
01:58:29,l,en,I was just...,4_9hours.mp4,2077
01:58:31,l,en,Changing the way I was sitting.,4_9hours.mp4,2078
01:58:39,l,de,Da ist mein Character!,4_9hours.mp4,2079
01:58:45,o,de,"Hier, glaube ich, lang.",4_9hours.mp4,2080
01:58:46,o,de,Wenn die zu mir kommen.,4_9hours.mp4,2081
01:58:49,o,de,"Ne, ich glaube scheiße.",4_9hours.mp4,2082
01:58:50,o,de,Bin hier falsch.,4_9hours.mp4,2083
01:58:54,o,en,Nein!,4_9hours.mp4,2084
01:58:55,l,en,Yes!,4_9hours.mp4,2085
01:58:57,l,de,Ja!,4_9hours.mp4,2086
01:58:58,l,en,Epic Loot.,4_9hours.mp4,2087
01:59:01,o,de,"Ne, ich bin hier nicht falsch eigentlich.",4_9hours.mp4,2088
01:59:03,o,de,Langhorn des Gesandten.,4_9hours.mp4,2089
01:59:04,o,de,Was soll das sein?,4_9hours.mp4,2090
01:59:06,l,de,Wo bist du lang gegangen?,4_9hours.mp4,2091
01:59:10,o,de,Beim...,4_9hours.mp4,2092
01:59:11,o,de,Beim...,4_9hours.mp4,2093
01:59:12,o,de,Trader lang.,4_9hours.mp4,2094
01:59:13,o,de,Die Wand hoch.,4_9hours.mp4,2095
01:59:18,l,de,Was ist hier?,4_9hours.mp4,2096
01:59:19,l,de,Ist hier auch eine Treppe?,4_9hours.mp4,2097
01:59:21,o,de,"Wenn du innen durchgehst, dauert es viel länger.",4_9hours.mp4,2098
01:59:23,l,de,Komm einfach zu mir.,4_9hours.mp4,2099
01:59:24,l,de,Okay.,4_9hours.mp4,2100
01:59:26,l,de,Ach man!,4_9hours.mp4,2101
01:59:29,l,de,Kann man nicht hier hinten auch?,4_9hours.mp4,2102
01:59:33,l,de,Ist hier nicht eine Treppe?,4_9hours.mp4,2103
01:59:35,l,de,"Ne, das ist ein anderes Castle.",4_9hours.mp4,2104
01:59:37,l,de,Okay.,4_9hours.mp4,2105
01:59:38,l,de,Ich gehe so.,4_9hours.mp4,2106
01:59:39,o,en,Just get to me.,4_9hours.mp4,2107
01:59:40,l,de,Sandem und ich sind wieder so.,4_9hours.mp4,2108
01:59:42,l,en,Yes!,4_9hours.mp4,2109
01:59:44,l,de,Da ist der Trader.,4_9hours.mp4,2110
01:59:45,l,de,"Ja, okay.",4_9hours.mp4,2111
01:59:46,l,de,"Ich glaube da hoch, oder?",4_9hours.mp4,2112
01:59:47,l,de,"Nein, nein, nein.",4_9hours.mp4,2113
01:59:48,l,de,Da!,4_9hours.mp4,2114
01:59:50,l,de,Hier ist noch mal einer mit roten Augen.,4_9hours.mp4,2115
01:59:52,l,de,Der gibt noch mal Bossloot.,4_9hours.mp4,2116
01:59:54,l,de,Und Hardcore Damage ins Gesicht!,4_9hours.mp4,2117
01:59:56,l,de,Junge!,4_9hours.mp4,2118
02:00:00,l,de,Aui!,4_9hours.mp4,2119
02:00:05,o,de,"Halt mich mal kurz, obwohl das nicht nötig ist.",4_9hours.mp4,2120
02:00:07,l,de,"Oh, nein!",4_9hours.mp4,2121
02:00:11,o,de,Es war nötig.,4_9hours.mp4,2122
02:00:13,l,de,"Ach, meine Güte!",4_9hours.mp4,2123
02:00:15,l,de,Die geben richtig gut XP.,4_9hours.mp4,2124
02:00:20,l,de,Bin gleich wieder da!,4_9hours.mp4,2125
02:00:22,l,de,"Ja, ich schaue mal auf den Boss.",4_9hours.mp4,2126
02:00:24,l,de,Aber er ist schon...,4_9hours.mp4,2127
02:00:26,l,de,Achso.,4_9hours.mp4,2128
02:00:31,l,de,"Habt ihr ihn, Leute?",4_9hours.mp4,2129
02:00:33,o,de,"Ihr werdet immer wieder abgewickelt, Leute.",4_9hours.mp4,2130
02:00:37,l,de,Ich bin gerade ein bisschen verletzt.,4_9hours.mp4,2131
02:00:41,l,de,Ich werde immer wieder getroffen.,4_9hours.mp4,2132
02:00:45,l,de,"Ja, das sind eigentlich Minibosse.",4_9hours.mp4,2133
02:00:47,l,de,Und das sind halt...,4_9hours.mp4,2134
02:00:49,l,de,Oh Gott! Arschgeigen.,4_9hours.mp4,2135
02:00:52,l,de,Ist hier noch keins?,4_9hours.mp4,2136
02:00:55,o,de,Haben wir noch eins?,4_9hours.mp4,2137
02:00:57,l,de,Haben wir noch eins? Wer hat den letzten genommen?,4_9hours.mp4,2138
02:00:59,l,de,"Ach nee, ich hab mal einen.",4_9hours.mp4,2139
02:01:01,l,de,"Okay, einer tot.",4_9hours.mp4,2140
02:01:06,o,de,Ich bin Mana.,4_9hours.mp4,2141
02:01:13,o,de,Jetzt sollte ich mal ein bisschen weniger Schaden bekommen.,4_9hours.mp4,2142
02:01:16,o,de,Wäre vielleicht Mord.,4_9hours.mp4,2143
02:01:21,o,de,"Yeah, Boy!",4_9hours.mp4,2144
02:01:30,o,de,Sweet!,4_9hours.mp4,2145
02:01:32,l,de,"Ja, die sollte man auch alle machen.",4_9hours.mp4,2146
02:01:34,l,de,Die bringen halt mega viel.,4_9hours.mp4,2147
02:01:40,l,de,Okay.,4_9hours.mp4,2148
02:01:42,o,de,Und jetzt sollten wir...,4_9hours.mp4,2149
02:01:44,o,de,Wannen.,4_9hours.mp4,2150
02:01:48,l,de,"Okay, Frankie.",4_9hours.mp4,2151
02:01:50,l,de,"Viel Spaß beim Produktiv sein, I guess.",4_9hours.mp4,2152
02:01:52,o,de,Können wir noch den einen machen da drin?,4_9hours.mp4,2153
02:01:54,o,de,Oder haben wir keine Zeit mehr?,4_9hours.mp4,2154
02:01:56,l,de,Nee.,4_9hours.mp4,2155
02:01:59,l,de,Ich glaube...,4_9hours.mp4,2156
02:02:01,l,de,Meinst du den hier am Ende?,4_9hours.mp4,2157
02:02:03,o,de,Ja.,4_9hours.mp4,2158
02:02:05,l,en,We can try.,4_9hours.mp4,2159
02:02:07,l,de,Ich hab eine Flasche.,4_9hours.mp4,2160
02:02:09,l,de,"Wenn wir alle drauf gehen, schon.",4_9hours.mp4,2161
02:02:12,o,en,Oh!,4_9hours.mp4,2162
02:02:14,l,en,Bam!,4_9hours.mp4,2163
02:02:23,o,en,Easy peasy.,4_9hours.mp4,2164
02:02:26,o,de,Ich muss den eh mal beschwören für den.,4_9hours.mp4,2165
02:02:28,l,de,"Ja, auf jeden Fall.",4_9hours.mp4,2166
02:02:30,l,de,Ganz unbedingt.,4_9hours.mp4,2167
02:02:34,l,de,Eine Grace.,4_9hours.mp4,2168
02:02:36,l,de,Und da geh ich jetzt auch hin.,4_9hours.mp4,2169
02:02:38,l,de,Weil ich hab ja arschviele Runen.,4_9hours.mp4,2170
02:02:40,o,de,Du kannst den auch noch killen.,4_9hours.mp4,2171
02:02:46,l,de,Ah! Warum geht der auf mich?,4_9hours.mp4,2172
02:02:48,l,de,Ich hab ihn nicht mal gehauen.,4_9hours.mp4,2173
02:02:51,o,en,Thank you.,4_9hours.mp4,2174
02:02:55,o,de,Nein!,4_9hours.mp4,2175
02:02:59,l,de,Ich hab halt keine...,4_9hours.mp4,2176
02:03:01,o,en,Fuck!,4_9hours.mp4,2177
02:03:07,o,de,Unsterblichkeit. Tschüss!,4_9hours.mp4,2178
