context_text,reply_text,language,source,gap_lines,gap_seconds 
ne,ich kann mich nicht mehr heilen,,4_9hours.mp4,1,8
ja nein,ja,,4_9hours.mp4,1,2
lebst du noch,ich lebe wieder,,4_9hours.mp4,1,2
"gut gemacht
der run ist scheiße",non existent,,4_9hours.mp4,1,4
"was passiert
scheiße
hier ist der boss
wo kommst du denn jetzt her
wir sind so fucked",ich bin halt level 1,,4_9hours.mp4,1,2
"wir hatten ne richtig scheiß position
das ist alles easy peasy
fuck you
oh mein gott der denkt er kann was
oh oh oh er kann was",das ist ein blumen,,4_9hours.mp4,1,2
ich bin voll auf,ah fuck,,4_9hours.mp4,1,4
"noch nicht noch nicht
i'm too young
i'm too young to die
i'm too old to die",ich bin hier schon in der zone,,4_9hours.mp4,1,2
ich bin doch level 1,ja das sind wir alle,,4_9hours.mp4,1,2
"kann ich vielleicht die scheiß grace anfassen
danke
ich sag urensohn
der so nööö
du darfst nicht
hey bro
runter in den keller
in den keller
vielleicht wird das noch unsere comeback story
wer weiß",ja eigentlich schon,,4_9hours.mp4,1,2
oh,na komm,,4_9hours.mp4,1,6
"was wollte er tun
irgendwie ist nichts davon was für mich",alles wacko schmecko,,4_9hours.mp4,1,6
"junge
ich hab boss loot vergessen",mensch du depp,,4_9hours.mp4,1,2
haben wir irgendwas dafür,da mal gransdorf,,4_9hours.mp4,1,2
"Er hat richtig geballert.
Ich hab schon lange aufgegeben.",Hier ist btw. auch gleich noch ein Hippo.,,4_9hours.mp4,1,3
"Happy Hippo?
Ja.
Okay, das ändert alles.
Das ändert alles, okay.
Wir müssen das Hippo versuchen.
Ich bin wieder motiviert.",Ich versuch jetzt das Hippo.,,4_9hours.mp4,1,1
Ich bin wieder motiviert.,Scheiß drauf.,,4_9hours.mp4,1,1
"Also, viele Bosse sind eigentlich so eine Date Route.
Road.
Er denkt, der wird's schaffen.
Und ich krieg das auch.
Ja, wobei.
Wobei.
Ich glaub, ich hab ja Unrecht.
Ah.
Vielleicht hab ich doch einfach gelogen.","Ja, genau.",,4_9hours.mp4,1,3
"Sie war der Gefahr.
I am the danger.",Gefahr von oben.,,4_9hours.mp4,1,3
Aua.,Aua.,,4_9hours.mp4,1,3
"Oh mein Gott.
Was soll die Scheiße?",Ist mir egal.,,4_9hours.mp4,1,3
"Wir haben das Hippo als...
Soll ich den starten?
Ist der in Average Air?
Nee, oder?",Nehmen wir es auf.,,4_9hours.mp4,1,1
"Aber wir können leveln.
Leveln.
Einmal.
Kacke.
Ich bin nur Level 5.
Denkt ihr, wir können das, was vor uns ist, einfach mal kurz mitnehmen?
Weil...
Ich glaub, das wär was für die zweite Nacht.
Zu easy.
Ah, hier ist ein Township.
Hier ist der Super Trader.
Also, nee.
Der gute Trader, der Epic Stones verkauft.
Lass mich upgraden.","Bitte, bitte.",,4_9hours.mp4,1,3
"Oh nein.
Ich hab nur den guten Smithing Stone gekauft.
Aber nicht den, den ich brauch!
Ich Idiot!","Ach, scheiße.",,4_9hours.mp4,1,1
"Ist okay.
Nee, den anderen kann ich überall kaufen.
Das ist okay.
War schon gut so, wie ich's gemacht hab.
Du hast das eine schon mal für später geholt.
Ja.
Das seltenere hab ich schon mal im Kasten.
Ja.
Das andere bekommst du hinterher geworfen.
Ja.
Spätestens bei der dritten Nacht kannst du dann...
Ja, bis dahin hab ich's hoffentlich schon.
Ja, ich sag spätestens halt.
Boah, jedes Mal, wenn ich die scheiß Schädel aufhebe,
fällt einer instant in den scheiß Grabstein rein.
Deswegen renn ich immer wieder auf Full Speed wieder weg.
Du hast auch nur zwei.
Oder?
Ich hab drei.
Nee, du hast drei.
Luni hat nur zwei.",Was hab ich?,,4_9hours.mp4,1,1
Nur zwei Schädel.,Tja.,,4_9hours.mp4,1,2
Weil du eins gegen die Wand gefahren hast.,Oh Mann.,,4_9hours.mp4,1,1
"Das passiert mir literally jedes Mal.
Oh, One Face.
Nein, ich mag das nicht.
Ich mag den Gegner.
Aber...
Bei One Face ist Revenant so useless.
Meine Summits sterben einfach instant.
Ich hasse diese Fotzenratten.
Oh, Junge.
Ich würd so gern Duchess spielen.",Nächstes Mal.,,4_9hours.mp4,1,3
"Ja, aber das ist dumm.
Super squishy.
No support.",What kind of food did you get?,,4_9hours.mp4,1,1
Ich?,Nee.,,4_9hours.mp4,1,2
"Nein!
Ah, doch.
Ja, besser ist es.
Das ist mir viel lieber als One Face.
Aber wenn ich ne Shotgun hab.
Bäm.
Junge, immer richtig Dämmerung.
Gib ihm aufs Maul.",Habt ihr Heal?,,4_9hours.mp4,1,1
Get out of the poop!,He's long range pooping.,,4_9hours.mp4,1,2
"Benutze ich jetzt ne Starlight Shot?
Ja.
Ja!
Frederic, no!
What in the Monster Hunter is this?
Ich hab deine schlechte hier hingefunden.
Liegt hier.
Dein schlechter Stein.
Wo er hingekotzt hat.",No!,,4_9hours.mp4,1,2
"Ich sammel ihn für dich ein.
Ich geb ihn dir nachher.
Yes.",Alarm!,,4_9hours.mp4,1,1
Alarm!,Oh Gott.,,4_9hours.mp4,1,1
"Hä, ich hab noch HP.
Warum bin ich tot?
What the fuck?
Weil seine Slot-","Nein, er isst mich!",,4_9hours.mp4,1,1
"Seine Neben-Slot wegnimmt.
Aua.",I'm dead.,,4_9hours.mp4,1,3
"Ich hab hier was für dich!
Boom!",Ja!,,4_9hours.mp4,1,2
"Boom, du Arschloch.
Danke.
Ey, lass es für dich jetzt liegen.
Yes.
Hier, das liegt dir.
Yes.",Jetzt geh ich zum Trader.,,4_9hours.mp4,1,5
"Geilo.
Geilo.","Nee, ich brauch jetzt nicht zum Trader gehen.",,4_9hours.mp4,1,2
"Und das nur, weil ich seinen Schweif abgeschlagen hab.
Der wollte das Schwanz nicht sagen.
Was brauchst du?
Was brauchst du, Luni?",Ich will nur einen Smithing Stone haben.,,4_9hours.mp4,1,1
Einen normalen?,Ich brauch...,,4_9hours.mp4,1,4
Einen Eins oder einen Zwei?,Warte.,,4_9hours.mp4,1,1
"Einen könnt ich dir kaufen.
Könnte man sich natürlich eine Mine aufholen.",Wo gehen wir jetzt hin?,,4_9hours.mp4,1,3
Ich würde zu den zwei Churches gehen.,Ja.,,4_9hours.mp4,1,2
"Aber ich geh jetzt kurz meine Waffe upgraden.
Jo.",Zur Kirsche!,,4_9hours.mp4,1,1
Kirschen essen?,Wollte ich nicht.,,4_9hours.mp4,1,1
"Oh, hier ist auch so ein Händler.",Händler. Ich hab halt kein Money.,,4_9hours.mp4,1,4
Same. I'm broke.,Broke bitch.,,4_9hours.mp4,1,2
"Broke is shit.
Haben wir das hier gemacht?
Können wir hier so am Posten nebenbei snacken?
Was ist das denn?
Posten?
Ich hab noch ein Stone Sword Key by the way.
Hab.
Lass mal die zwei Kir-
Kirchen.
Oh mein Gott.
Brauchst schon mal reden.
Äh, und dann...",Was ist das?,,4_9hours.mp4,1,1
"Das...
Das Fort wär eigentlich ganz nice auch.
Junge.
Map zu, du Arschloch!",Hallo.,,4_9hours.mp4,1,1
"Äh, bist du...
Bist weitergelaufen, Luni?","Nee, ich level kurz meinen Dagger auf.",,4_9hours.mp4,1,2
Okay.,Für Lightning.,,4_9hours.mp4,1,1
"Jetzt schau ich, ob hier noch ein Boss ist.",Ich bin 5 Meter von dir weg.,,4_9hours.mp4,1,1
"Ja, ich schau...
Wollte kurz dann...",Mhm.,,4_9hours.mp4,1,2
"Nach einem anderen Boss.
Aber irgendwie kommt der sofort, so wie keiner ist.",Hier sind ganz viele Bogen.,,4_9hours.mp4,1,3
"Ja, einen mitnehmen ist immer ganz gut.","Ja, guck, hier sind auch noch welche.",,4_9hours.mp4,1,2
"So'n Goal...
Ah!
Hier, diese Idioten haben uns geschossen.
Ah, das weh!
Lass mal sein, Bro!",Aber hier ist kein Boss.,,4_9hours.mp4,1,4
Oh!,Was hab ich an mir?,,4_9hours.mp4,1,2
"Das ist keine Feder, das war'n Frage!",Pssst!,,4_9hours.mp4,1,3
"Okay, nur ne Feder.","Guck, ich bin...",,4_9hours.mp4,1,1
"Okay, Church 1.
Church 2.
Dann kurz so ne Mine.",Ja.,,4_9hours.mp4,1,3
"Eigentlich ist dieser Tag mega wichtig, dass wir hier jetzt Heilung holen müssen.
Hätten wir vorher machen müssen, glaube ich.","Ach, easy peasy.",,4_9hours.mp4,1,3
"Ach, wird schon irgendwie.","So, jetzt gehe ich in die Mine rein.",,4_9hours.mp4,1,1
"Ah, wir kämpfen im Zweiten auch nur gegen so einen Fisch, also bitte.","Ja, Kackfisch, ey.",,4_9hours.mp4,1,1
"Du kannst, du wirst.","Mine, Mine, Mine.",,4_9hours.mp4,1,1
"Nein.
Einfach anhanden, vorbei.
Lass mir Daten, er hat es selber gemacht.
Keine Ahnung.
Lass mir Daten, er hat es selber gemacht.
Ach, Mann.
Beim Boss.
Die gibt es Stone Sword Key, jemand von euch muss das mitnehmen.
Der da im Pfolz.
Okay, habe ich.
So, jetzt gehe ich hierher.",Sebastian.,,4_9hours.mp4,1,1
"Und dann los zum Everdale.
Oder zumindest schauen bei welchem Everdale wir zum Beispiel können, weil die Zone
wird wahrscheinlich gleich moven.
Aber wir waren überhaupt nicht beim Castle, Bromir.",Ja.,,4_9hours.mp4,1,3
"Vor der Kirche ist ein Knight Cavalry, die können wir easy machen normalerweise.
Naja, weiter.
Bei mir war es nicht so.
Oder wir gehen einfach zum Everdale.
Ja, wobei, lass Everdale gehen, dann der erste Circle da reinkommt.","Lass mal zum Castle gehen, eher.",,4_9hours.mp4,1,4
"Du sollst vielleicht hier einen Zauberstab holen, wenn du...
Wer meint?
Na gut, dann den da vorne.",Lass Castle gehen.,,4_9hours.mp4,1,4
"Ja, können wir auch machen.
Ich glaube, Castle müsste ein bisschen wichtiger sein, was Level angeht.
Ja.
Ich könnte den Run auch gottlos hässlich machen.
Indem ich ganz einfach hier eine Statue angreife und einen Boss beschwöre.","Okay, ja.",,4_9hours.mp4,1,5
"Letztes Mal war ein Ziegendämon bei mir da.
Ich glaube, das war einer der Endbosse.
Okay.
Lass mal aber nicht zu lang da verbrauchen.",Ich gehe gleich runter.,,4_9hours.mp4,1,2
Weil wir haben dann aber einen Jailor noch.,Ich gehe mir den Boss auch mal angucken.,,4_9hours.mp4,1,3
"Was haben wir hier? Wissen wir das?
Keine gute Ahnung, oder?
Okay.
Okay.
Okay.
Keine gute Ahnung, oder?
Aber Jailor hier auf jeden Fall müssen wir haben.
Äh, no. Okay, dann können wir.
Okay, okay.
Okay.
Okay.
Weg von ihnen.
Sebastian macht das riesig schön.
Hol ihn rein runter, Sebastian.
Okay.
Oh.",Rivers of Blood?,,4_9hours.mp4,1,1
"Why fuck that?
Ich würde eigentlich keinen Katana nehmen.","Tja, too late.",,4_9hours.mp4,1,6
"Ja, alles Arsch.","Ich hätte gerne Moon Bay gehabt, das wäre geil.",,4_9hours.mp4,1,2
"So, was ist...",Was ist in dem Kamsel?,,4_9hours.mp4,1,2
"Ja, lass noch zu dem Everjail, oder? Wenn wir schon den Stormtrooper...",Ich bin down.,,4_9hours.mp4,1,7
"Luni macht immer ihr eigenes Ding.
Kannst du viel...",Ja.,,4_9hours.mp4,1,1
"Kannst du viel strategisieren, wie du willst.",Au. Au.,,4_9hours.mp4,1,1
"Luni, now give a fuck.
Oh man!
Schimmer!
Hey, hey, hey, hey, komm.
Runter, Bro.",Hör auf.,,4_9hours.mp4,1,1
"Na, Kollege.","Ja, Helen, du machst es schon.",,4_9hours.mp4,1,1
Bye bye.,Eder gleicht dir.,,4_9hours.mp4,1,1
"Feulendes Axt.
Wie die Scharben?
Ah, dünne.","Gut, Everjail.",,4_9hours.mp4,1,2
Mersun.,"Der hier, oder welcher?",,4_9hours.mp4,1,1
"Oh, ich hab den Ping removed.
Warte, ich upgrade hier noch kurz meine Wappen.",Wappo.,,4_9hours.mp4,1,3
"Steine dafür hab, sonst upgrad ich jetzt...
Flame Sling, Black Flame.
Oh, das ist sterblich.
Fuck!
Aber es ist close range.
Okay, ich bin da.
Soll ich direkt starten?
Ich starte einfach direkt.",Ja.,,4_9hours.mp4,1,1
"Everjail haben wir auch gemacht, gell?
Oh, mein Magic.",Ja klar.,,4_9hours.mp4,1,6
"Weil er nicht so smart ist.
No hate.
Die Summons folgen.
Ja.
Ja.
No hate.
Die Summons fokussen, was ich angezielt hab, wenn ich sie beschwöre.",Okay.,,4_9hours.mp4,1,8
"Kriegst du sie aufgehoben?
Kriegst du sie aufgehoben?
Ja.
Sorry.","Ich sollte mich auch heilen, so.",,4_9hours.mp4,1,2
"Nein!
Nein!
Ich liege!
Stell auf, du Dimp!
Tut mir leid!
Schlaf gut, wenn du tot bist.
Ich bin tot.
War ich doch gerade.
Oh, mein Gott.",Junge.,,4_9hours.mp4,1,1
"Jetzt aber mal schnell, du.","Ja, jetzt, Busch.",,4_9hours.mp4,1,1
Unlucky.,"Ja, das ist gar nicht gut.",,4_9hours.mp4,1,2
"Oh, mein Gott.",Guckt euch das an.,,4_9hours.mp4,1,1
"Ja, ja, der Controller ist schon...",Unterlevelt.,,4_9hours.mp4,1,2
Ich hab auch schon Messer.,Das stimmt.,,4_9hours.mp4,1,2
"Oh, mein Gott.",Hier ist noch ein Graze.,,4_9hours.mp4,1,2
"Oh, da steht noch ein zweiter.
Jetzt stirb du, du dumme Sau!",Also ohne Scheiß.,,4_9hours.mp4,1,4
"Wie fest drückst du den Knopf, Bro?",Anscheinend zu fest.,,4_9hours.mp4,1,5
"Ist der Sturm schon da?
Der ist mega nah.
Wir müssen gehen.",Nicht so gut.,,4_9hours.mp4,1,1
Wir müssen gehen.,Irgendwie ist alles cursed.,,4_9hours.mp4,1,1
"Hier unten durch, hier unten durch.
Wieso?
Da ist auch ein Ding.
Jumper.
Achso.
Ja, okay.
Dann ist es okay.
Dann ist es ja Wurst.
Das Ding ist, ich habe nur das Fischwerk erst gesehen.",Ich kann noch aufleveln.,,4_9hours.mp4,1,3
"Da ist keins auf der Tür, du kannst einfach reingehen.","Ah, ah, scheiße.",,4_9hours.mp4,1,5
Die nicht hinten.,Gib doch!,,4_9hours.mp4,1,5
"Wo?
Ne.",Das ist kacke.,,4_9hours.mp4,1,1
"Ah, passt schon, Level 9. Ich hab gehört, das ist the lucky number ab heute.","Ich bin Level 10, aber ich werde jetzt sterben.",,4_9hours.mp4,1,6
Da lebe ich wieder.,"Also wir haben es zumindest schon zum letzten Boss geschafft, aber der ist voll der Arsch von dem her.",,4_9hours.mp4,1,9
"Ja, wir hatten halt vorhin überhaupt nichts gegeben.
Was denkst du, wer du bist?
Ich denke so, yo bro, komm mal näher ran, ich will dich mal sehen.
Bye bye.
Arschloch.","Ja, fall hin. Au.",,4_9hours.mp4,1,4
"Oh ne, ich hab den Scheiß genommen, das ist meine last of a kind hier. Warum existiert das?
Ich weiß nicht, was das ist.","Aua, I fucking hate you.",,4_9hours.mp4,1,9
"Oh, das hat wehgetan.
Wenn ich mich treffe, ich hol dich, Babbel.
Oh, ich muss weg.
Weh.
Ich mag ihn nicht.",Ich mag ihn auch nicht.,,4_9hours.mp4,1,2
"Er lebt.
Er lag.",Wir haben den Run gewinnen.,,4_9hours.mp4,1,2
"Nö, so ein Mischer hat so früh schon seine zweite Phase.","Ah, Laser Bitch.",,4_9hours.mp4,1,4
"Das war einfach Kamehameha.
Helen Time.
My least favorite summon.",Ich mag Helen.,,4_9hours.mp4,1,2
"Ich mag den Boss nicht.
Ich mag den Boss absolut nicht.
Er ist so drain.
Ja.
Och, Möhn.
Mensch.
Lass das doch.
No.",Ich sterbe.,,4_9hours.mp4,1,2
"Oh, mein Gott.",Double down.,,4_9hours.mp4,1,2
"Oh, komm nochmal.","Nee, nicht der Laser.",,4_9hours.mp4,1,3
"Oh, mein Gott.
Ich bin tot.
Aber der Laser war auf mich fokussiert.
I don't want to have this.
Er kommt zu dir.
Jetzt kriegen wir jetzt Essen.",Nee.,,4_9hours.mp4,1,2
"Lass mich liegen.
Ich hab schon Gold.
Er dodged it.
Ich treff nix.
No.
Ich hasse ihn.
Ich kann diesen Laser nicht dodgen.
Ich weiß nicht wie.
Du musst aufpassen.
Er kommt auf dich.
Das funktioniert nicht.
Nein.",Alles liegt an Tom.,,4_9hours.mp4,1,2
"Ja, Tom is afk.
Sein Essen ist da.",Aber er ist gerade down.,,4_9hours.mp4,1,2
"Yeah man, we did it.",But my pizza has arrived.,,4_9hours.mp4,1,4
Ja gut.,Hello.,,4_9hours.mp4,1,2
What the fuck?,"Ja, wir wohnen nebeneinander.",,4_9hours.mp4,1,2
"Wir wohnen zusammen.
Nur der eine chillt in seiner Area.
Und du chillst in deiner Area.",Tschüss.,,4_9hours.mp4,1,2
Äh dich?,Hä?,,4_9hours.mp4,1,4
"Du kannst ja nochmal den christlichen
Drachenlord einpacken.",Den christlichen,,4_9hours.mp4,1,2
"Und dann hier nochmal
Bibel.
Der Fall Drachenlord.
Ja aber Drachenlord ist
so eine Legende.
So viele Memes
die dieser Typ entwickelt hat.
Das ist geil. Danke.",Nightlords,,4_9hours.mp4,1,4
Damit wir nicht mehr so am snacken sitzen.,Können wir hier auch mal wieder was machen.,,4_9hours.mp4,1,2
Chill. Ja genau.,Richtig. Spongebobs Bathroom,,4_9hours.mp4,1,2
Jo.,Okay. Lass uns ein paar Nightrend,,4_9hours.mp4,1,4
"Äh, wenn Tom weiterspielen möchte, kann ich rausgehen.",Tom?,,4_9hours.mp4,1,10
"Äh, of course I would want to, but ich kann auch, äh, ich kann auch, äh.",Wir können ja einmal senden und dann nächste Runde kommt dann Tom mit Flo.,,4_9hours.mp4,1,9
"Wie willst du, Tom?
Mir ist es egal, ich spiele sowieso sauviel mit Lune.
Also wenn heute Community Day ist, dann spiel du ruhig weiter mit ihr.
Okay.
Dann spiele ich wieder dabei.
Dann mache ich die Sonde und danach können wir, äh, switchen wieder.
Okay.
Okidoki.
Ja.",Dann bis spät hierhin. Bis spät hierhin.,,4_9hours.mp4,1,1
"Bis gleich.
Oder nicht bis gleich, ich werde dich gar nicht wiedersehen.",Nie wieder. Auf Nimmerwiedersehen.,,4_9hours.mp4,1,3
Wow.,Das Banned Team. Machen wir so.,,4_9hours.mp4,1,1
"Yes, da ist... Ja. Oh, Team ist aufgelöst. Okay.","Ah, jetzt.",,4_9hours.mp4,1,4
Ja.,"Mortel, wie geht's dir?",,4_9hours.mp4,1,5
Blood Blade.,Und ich möchte das.,,4_9hours.mp4,1,2
"Nur noch 7000 Punkte.
Whee.",Wo ist Blood Blade?,,4_9hours.mp4,1,8
Wird schon mal ready gegangen.,Mhm.,,4_9hours.mp4,1,2
"Ah, ist so.",Er ist aber im Discord. Also ja.,,4_9hours.mp4,1,4
Wo ist Chat?,"Geh einfach in den Waiting Room, Flo.",,4_9hours.mp4,1,1
"Moin, Meister.
Moin, Meister.",Den muss ich auf jeden Fall lauter stellen.,,4_9hours.mp4,1,2
"Hast du schon alles für deine Charaktere gemacht, Luni?",Nee.,,4_9hours.mp4,1,5
"Ich hab jetzt Wilder, Wächter...
...hab ich gemacht. Also psychisch der Vogel-Dude.
Und Gespenst. Mehr hab ich nicht gemacht.
Also Revenant.
Executor hab ich versucht, aber ich bin scheiße damit.","Ich mag Executor eigentlich mega gern, aber ich kann halt einfach nicht parryen.",,4_9hours.mp4,1,4
"Ich hab einmal mit dem geparried.
Einmal konnt ich's machen. Und das war ein schönes Gefühl.
Und danach hab ich auf die Pflanze gekommen.",Man kann aber mit ihm eigentlich...,,4_9hours.mp4,1,2
Egal.,Ich mach Sentient Pest.,,4_9hours.mp4,1,1
"Ah, okay. Intelligente Plage.","Nee, warte mal. Ich muss mit Hawk-Tua reden.",,4_9hours.mp4,1,2
Hawk-Tua?,Hawk-Dude.,,4_9hours.mp4,1,3
"Oh, du kannst ja noch switchen oder so.","Nee, nee. Ich muss mit dem reden.",,4_9hours.mp4,1,3
Ach so.,Für die Remembrance.,,4_9hours.mp4,1,2
"Ja, irgendwie voll viele müssen mit dem reden.
Wusste ich gar nicht.
Ich meine, das macht...
Die eine muss da auch.
Die Revenant.",Revenant.,,4_9hours.mp4,1,2
Ich kann's nicht aussprechen.,Revenant.,,4_9hours.mp4,1,2
"Ja, Revenant. Das krieg ich hin.
Ich dachte gerade eben, ich hätte den Namen falsch im Kopf gehabt.",Ach so.,,4_9hours.mp4,1,3
"Ich dachte, der hieß Guardian oder so.","Ah ja, ja.",,4_9hours.mp4,1,2
Das ist ein Guardian.,Hawk-Dude find ich besser.,,4_9hours.mp4,1,1
Würde aber vielleicht ein bisschen schwierig sein.,"Ach, Level 1.",,4_9hours.mp4,1,3
"Oh, da hat jemand schon angefangen mit Button.
Oh, das ist der Wächter.",Hallo!,,4_9hours.mp4,1,2
"Not good.
Der mag mich nicht.
Nice.
Sweet Caroline.",Was ist mit den Button los?,,4_9hours.mp4,1,2
"Ah, Church.
Church, Church, Church.","Church, Church, Church.",,4_9hours.mp4,1,1
"Oder...
Boah, nevermind.
Ich dachte, da wäre noch ein Loch nach unten.",Ganz kurz.,,4_9hours.mp4,1,1
"Ja, das sollte dann nicht sein.",Ja.,,4_9hours.mp4,1,2
"Aber mein Kopf dachte so gerade,
oh, da geht's ein bisschen weiter nach unten.
Oh, let's go.
Ach, shit.
So.",Alrighty.,,4_9hours.mp4,1,15
Controller broken.,Schon wieder.,,4_9hours.mp4,1,2
Das andere war da unten.,"Ne, ich meine, Schwert halt jetzt in die linke Hand.",,4_9hours.mp4,1,2
Jo.,Okay.,,4_9hours.mp4,1,16
Oh.,"Ja, ja.",,4_9hours.mp4,1,12
"Ist gemacht.
Oh nein.
Weg. Oh mein Gott.
Burn.","Wait, das war ein Boss? Das hab ich nicht gecheckt.",,4_9hours.mp4,1,6
Dann hast du was gemacht.,"Ne, ich wollte einfach nur XP haben.",,4_9hours.mp4,1,4
"Ja gut, du hast XP bekommen.","Richtig. Alles, was ich wollte.",,4_9hours.mp4,1,3
"Easy.
Wo lang? Das kleine hier?","Äh, ich würde Richtung Kassel gehen, aber wir können auch noch kurz...",,4_9hours.mp4,1,3
Okay.,... in ne Mine oder... Ich find die Ruinen immer scheiße.,,4_9hours.mp4,1,1
Okay.,Damit wir schnell leveln können.,,4_9hours.mp4,1,1
Wieso?,Die sind alle one-hit und bringen halt einfach alle 400. Nehme ich immer mit.,,4_9hours.mp4,1,2
Ja. Okay.,"Äh, ich will eigentlich noch einmal kurz leveln vorher, weil ich kann jetzt schon Level 4 sein, glaube ich.",,4_9hours.mp4,1,3
Haben wir hier ne Grace?,Ich geh kurz zu der Grace.,,4_9hours.mp4,1,2
Ja.,"Da ist doch da hinten immer ein Chumpy-Ding, oder bin ich bescheuert?",,4_9hours.mp4,1,3
"Oh, bist du böse?","Hier oben müsste doch auch einer sein, oder?",,4_9hours.mp4,1,11
"Äh, ja?","Ja, da ist er.",,4_9hours.mp4,1,2
"Ich bin gleich da, ich brauch noch ne Randfolge zu kriegen.",Okay!,,4_9hours.mp4,1,4
Er mag mich nicht mehr.,Komisch.,,4_9hours.mp4,1,3
"Ich versteh nicht, warum. Ich hab ihn freundlich einfach auf den Hücken gepattet.","Ich hasse es, wenn er das macht.",,4_9hours.mp4,1,5
"Direkt zum Boss.
Oh mein Gott!
Bleiben sie weg von mir.
Ich hab nichts getan.",Ich...,,4_9hours.mp4,1,2
"Oh mein Gott, das war knapp!
Oh mein Gott, das war knapp!
Ich heilige meine Klinge.
Und er fliegt!
Komm mal, Bobo!",Nein.,,4_9hours.mp4,1,3
"Helfen, Sam!","Sam, mach den beschissenen Dude alleine.",,4_9hours.mp4,1,2
"Nö!
Du bist Schweiner!
Fuck you.",Nice.,,4_9hours.mp4,1,2
"Boom.
Sehr schön.","Bloodhoundsfang, fuck off.",,4_9hours.mp4,1,2
Da ist eine Hütte zu.,Oida!,,4_9hours.mp4,1,3
Das sind Blausschwerten und Trollritter-Schwerten.,Ich...,,4_9hours.mp4,1,3
Ich nehm...,Holy Attack.,,4_9hours.mp4,1,2
"Nimm es einfach mit rein.
Dann level ich das mit.","Ähm, ich level einmal kurz noch hoch, weil die Grace ist eh hier gleich.",,4_9hours.mp4,1,2
Ja.,"...ein Boss ist, der es worth ist.",,4_9hours.mp4,1,2
Zwei Schilder spielen.,Ich krieg auch noch eins definitiv hoch.,,4_9hours.mp4,1,2
"Wo ist der Kerl?
Komm her, bist du?","Ah, ich wollte eigentlich parryn.",,4_9hours.mp4,1,3
"Aua, aua, aua.
Versuch's!
No, ich kann das nicht.
Ich kann das nicht, ich kann das nicht.
Ich muss heilen.","Ja, heil dich hoch.",,4_9hours.mp4,1,2
Tut mir leid.,"Ja, ja.",,4_9hours.mp4,1,2
"Oh mein Gott, das ist so nervig.
Warum sind wir hier?","Ist okay, ist okay.",,4_9hours.mp4,1,2
"Dadurch, weil wir hier noch kleine Idioten haben als Gegner.
Bruder.
Wut.",Hello?,,4_9hours.mp4,1,4
Das hat mir nicht gut gefallen.,Dislike-Button.,,4_9hours.mp4,1,3
Hier ist die Grace.,"Ah ja, lol, fucking blind.",,4_9hours.mp4,1,2
"Level 8.
Jo.",Ich bin Level 3.,,4_9hours.mp4,1,1
"Wir sind gerade bei...
Haben wir die erste Nacht schon gemacht hier, oder?
Nee.","Ja, nee.",,4_9hours.mp4,1,1
Hä?,"Nee, nee, nee.",,4_9hours.mp4,1,1
Welchen Boss?,Unten im Keller.,,4_9hours.mp4,1,2
"Würde ich, wenn ich könnte.","Ich töte einfach die ganzen Krabben, dann kann ich gleich ulten.",,4_9hours.mp4,1,2
"Lass mich marken, bevor du ultest.","Ah, falsch.",,4_9hours.mp4,1,2
Ist gemarkt.,"Ja, ficken sie sich!",,4_9hours.mp4,1,4
"Nee, da kommt die Zone.",Wir müssen raus.,,4_9hours.mp4,1,2
Ich hab noch Zeit.,"Ja, das war ein bisschen doof.",,4_9hours.mp4,1,2
"Zeitmanagement.
At least we tried.",Dann hätten wir wahrscheinlich easy schaffen können.,,4_9hours.mp4,1,2
"Nein, nicht jetzt, nicht jetzt, nicht jetzt, wir haben keine Zeit, wir haben keine Zeit!
Wir haben keine Zeit? Okay.
Aber dann müssen wir gehen! Aber dann müssen wir jetzt gehen!","Ich hasse gehen, ich will nur springen.",,4_9hours.mp4,1,3
"Wir machen den gleich, wir werden den gleich machen, wir springen hier.
Ich bin falsch gesprungen, weil ich dumm bin.","Ich bin auch erst richtig scheiße gesprungen, also...",,4_9hours.mp4,1,3
"Ich hab meinen Fehler wieder gut gemacht, hat keiner gesehen.
Ich hab's gehört, dass du einen Fehler gemacht hast, was jetzt...
Nein!","Nein, nein, nein!",,4_9hours.mp4,1,2
"Das war ein Test, um zu gucken, ob du einen Fehler gemacht hast.
Nein, nein, nein!","Das war ein Test, um zu gucken, ob ihr es mitkriegt.",,4_9hours.mp4,1,3
Exakt.,"Ah, hier ist ja noch eine Grace.",,4_9hours.mp4,1,3
Ja!,Wir sind schon Level 8 und irgendwie bin ich...,,4_9hours.mp4,1,2
Welches Level bist du gerade?,8.,,4_9hours.mp4,1,2
"Ah, gut, gut. Ich dachte, du hattest ein Level verloren.
Ich hab gerade noch gesagt, ich bin Level 3.","Ja, ich hab ja auch ein Level verloren, aber das hat dieser...",,4_9hours.mp4,1,3
Alles gut?,"Ach, da, diese Kacke, ne?",,4_9hours.mp4,1,3
"Ich dachte gerade, jemand hätte jetzt Randomizer reingehauen.",Hallo?,,4_9hours.mp4,1,9
Ich weiß nicht! Das ist eine Messe!,"Scheiß drauf, ich bin Big.",,4_9hours.mp4,1,4
"Tausendfüßler-Dämon.
Steht da drauf.",Er hat tatsächlich viele.,,4_9hours.mp4,1,2
