text,language,source,timestamp,line 
Boy!,de,GOWstream.mp4,00:10:00,1852
"Ne, der ist schon da. Mein Kind ist schon da.",de,GOWstream.mp4,00:10:01,1853
Ich frag mich halt die ganze Zeit...,de,GOWstream.mp4,00:10:03,1854
Weil ich mein...,de,GOWstream.mp4,00:10:06,1855
"Würde ich jetzt nur auf das Kind achten,dann würde ich eigentlich schon sagen, der ist zwölf.",de,GOWstream.mp4,00:10:08,1856
Aber...,de,GOWstream.mp4,00:10:13,1857
"Im Gegensatz zu Kratos, ist der so verkackt klein, dass ich sagen würde, Körpergrößen-technisch ist er acht.",de,GOWstream.mp4,00:10:14,1858
Aber er ist halt schon so...,de,GOWstream.mp4,00:10:26,1859
Weiß ich nicht.,de,GOWstream.mp4,00:10:30,1860
Also so brain-mäßig und skill-mäßig,de,GOWstream.mp4,00:10:31,1861
ist er halt schon eher zwölf.,de,GOWstream.mp4,00:10:35,1862
So kurz vor Pubertät.,de,GOWstream.mp4,00:10:38,1863
Er ist halt kranki,de,GOWstream.mp4,00:10:41,1864
Ich weiß nicht.,de,GOWstream.mp4,00:10:46,1866
Bist du acht?,de,GOWstream.mp4,00:10:48,1867
Ich würde jetzt so verhaltenstechnisch eher sagen zwölf.,de,GOWstream.mp4,00:10:51,1868
Okay. First try.,de,GOWstream.mp4,00:10:56,1869
Gönn dul!,de,GOWstream.mp4,00:11:01,1870
"Nein! Nein, nein, nein, nein!",de,GOWstream.mp4,00:11:24,1871
Fuck,de,GOWstream.mp4,00:12:00,1874
I'm trying!,en,GOWstream.mp4,00:12:58,1877
Wie kacke war das denn jetzt getimt?,de,GOWstream.mp4,00:13:16,1878
Aber Half-Life ist für den ersten Try geplant.,de,GOWstream.mp4,00:13:18,1879
Ich werde es versuchen!,de,GOWstream.mp4,00:13:21,1880
Ich werde es versuchen!,de,GOWstream.mp4,00:13:23,1881
Aber Half-Life. Half-Life ist für den ersten Try gar nicht mal so kacke.,de,GOWstream.mp4,00:13:25,1882
Morgen!,de,GOWstream.mp4,00:13:37,1884
Ich möchte Tom aber eigentlich so zum Mimax oder so entführen.,de,GOWstream.mp4,00:13:39,1885
Weil ich möchte endlich einen scheiß Spiegel haben.,de,GOWstream.mp4,00:13:44,1886
Also einen großen Spiegel.,de,GOWstream.mp4,00:13:47,1887
It is time.,de,GOWstream.mp4,00:13:49,1888
"Ich habe jetzt beschlossen,",de,GOWstream.mp4,00:13:51,1889
dass ich das mache.,de,GOWstream.mp4,00:13:53,1890
"Gell, Gondola?",de,GOWstream.mp4,00:13:55,1891
Gondola?,de,GOWstream.mp4,00:13:57,1892
Ein kleines bisschen noch.,de,GOWstream.mp4,00:14:03,1893
"Was arbeitest du eigentlich, Niklas?",de,GOWstream.mp4,00:14:09,1895
"Wenn ich fragen darf, musst du natürlich nicht beantworten.",de,GOWstream.mp4,00:14:11,1896
Warum fängt die mit der Scheiße an?,de,GOWstream.mp4,00:14:24,1897
Als ob mich das trifft!,de,GOWstream.mp4,00:14:26,1898
Das war richtig räudig.,de,GOWstream.mp4,00:14:59,1900
Pharma Verpackungen.,de,GOWstream.mp4,00:15:06,1902
"Das Ding ist, die Waffen von Kratos, also die Axt ist Max Level.",de,GOWstream.mp4,00:15:15,1903
Und ich kriege von ihr das Max Level für die Chaos Klingen.,de,GOWstream.mp4,00:15:21,1904
Deswegen will ich sie als nächstes machen.,de,GOWstream.mp4,00:15:26,1905
"Weil ich denke mir, dann habe ich in einem anderen Fall zwei Waffen, die auf Max Level sind.",de,GOWstream.mp4,00:15:29,1906
Ich habe hier Dingsy Dongsys.,de,GOWstream.mp4,00:15:37,1907
"Ich finde die Rüstung von der Welt, die ich mir hier holen kann, richtig scheiße.",de,GOWstream.mp4,00:15:41,1908
Deswegen möchte ich eigentlich...,de,GOWstream.mp4,00:15:49,1909
Ich könnte hier noch was...,de,GOWstream.mp4,00:15:51,1910
"Nicht poisonen, sondern dass ich was mit Fire irgendwie kriege.",de,GOWstream.mp4,00:15:55,1911
Das ist natürlich auch nice.,de,GOWstream.mp4,00:16:09,1912
Was?,de,GOWstream.mp4,00:16:11,1913
Das ist auch sehr nice.,de,GOWstream.mp4,00:16:19,1914
Das finde ich scheiße.,de,GOWstream.mp4,00:16:27,1915
Ich brauche halt was mit Feuer.,de,GOWstream.mp4,00:16:33,1916
Hier.,de,GOWstream.mp4,00:16:37,1917
"Das bringt mir jetzt zwar so keine krassen Werte, aber an sich ist es nice.",de,GOWstream.mp4,00:16:41,1918
Aber ich habe doch jetzt gerade was richtig nice gehabt.,de,GOWstream.mp4,00:16:47,1919
Ich habe es instant vergessen.,de,GOWstream.mp4,00:16:55,1920
Ich möchte eigentlich das mit dem...,de,GOWstream.mp4,00:17:03,1921
Das hier.,de,GOWstream.mp4,00:17:05,1922
Das hier.,de,GOWstream.mp4,00:17:11,1923
Hallo Kaya!,de,GOWstream.mp4,00:17:15,1924
Hello!,de,GOWstream.mp4,00:17:17,1925
What is upi?,en,GOWstream.mp4,00:17:19,1926
Ich hätte eigentlich auch gerne das Amulett drin.,de,GOWstream.mp4,00:17:23,1927
Allerdings habe ich halt hier zwei Sockets drin,de,GOWstream.mp4,00:17:27,1928
"Und da habe ich das mit ""reduces all damage from Valkyrie's attacks.""",de,GOWstream.mp4,00:17:35,1929
Wobei eigentlich könnte ich das unsocketen auf den gehen und das mit den attacks...,de,GOWstream.mp4,00:17:39,1930
"Wie hieß der denn jetzt, den ich ungesocketed habe?",de,GOWstream.mp4,00:18:05,1931
Das hier.,de,GOWstream.mp4,00:18:09,1932
Natürlich was mit Valkyrie's.,de,GOWstream.mp4,00:18:11,1933
"Ich bin auch dämlich, Manchma.",de,GOWstream.mp4,00:18:13,1934
Anyways.,de,GOWstream.mp4,00:18:15,1935
Jetzt habe ich auf jeden Fall 50% weniger Fire Damage.,de,GOWstream.mp4,00:18:17,1936
"Smart, Fabi.",de,GOWstream.mp4,00:18:27,1938
Smart.,de,GOWstream.mp4,00:18:29,1939
Ich zoom mal noch ein bisschen rein. ,de,GOWstream.mp4,00:18:31,1940
"Nicht Vollgas, aber bisschen rein.",de,GOWstream.mp4,00:18:33,1941
"Sonst wisst ihr ja gar nicht, wie verzweifelt ich aussehe",de,GOWstream.mp4,00:18:35,1942
"Na Kaya, wie geht's?",de,GOWstream.mp4,00:18:49,1943
Wie steht's? Was läuft bei dir?,de,GOWstream.mp4,00:18:51,1944
"Gibt's irgendwelche crazy Updates aus deinem Leben,",de,GOWstream.mp4,00:18:53,1945
die du uns erzählen möchtest?,de,GOWstream.mp4,00:18:55,1946
Macht das mal nicht.,de,GOWstream.mp4,00:19:55,1947
muss ich aufstehen,de,GOWstream.mp4,00:20:54,1948
"okay mods sind nicht da , i will do it",de,GOWstream.mp4,00:21:07,1950
danke für den hinweis,de,GOWstream.mp4,00:21:17,1951
erledigt,de,GOWstream.mp4,00:21:21,1952
hot ,de,GOWstream.mp4,00:21:24,1953
 ja sie sagt entweder unworthy oder worthless und so ein scheiß und ja stepped on my face,de,,,1954
und wie läuft die wohnungssuche ich finde wohnungssuche immer richtig schlimm actually,de,GOWstream.mp4,00:21:40,1956
vor allem in so größeren städten wo einfach viele leute hinziehen möchten da ist es manchmal so ein drama eine scheiß wohnung zu finden weil halt rgendwie sich immer 50 leute für eine wohnung bewerben und so berlin klingt immer ein bisschen wie die hölle,de,GOWstream.mp4,00:21:47,1957
was ist an weihnachten spannend,de,GOWstream.mp4,00:22:07,1959
ja ja ich fühle das so ging es mir bei einer meiner letzten wohnungen mit meinem mit meinem ex partner,de,GOWstream.mp4,00:23:53,1961
ultra der hassle und wenn man dann mal irgendwie eine antwort bekommen hat dann gehst du dahin und dann sind plötzlich 30 andere leute mit jeder oder,de,GOWstream.mp4,00:24:01,1962
oder die vermieter sind ultra diebonobos ,de,GOWstream.mp4,00:24:08,1963
ja ... i mean,de,GOWstream.mp4,00:24:20,1965
wenn es gut ausgegangen ist,de,GOWstream.mp4,00:24:26,1966
das war knapp,de,GOWstream.mp4,00:24:44,1967
living on the edge,en,GOWstream.mp4,00:25:14,1968
ich sehe nichts,de,GOWstream.mp4,00:25:39,1969
ich hasse sie ich hasse sie mit dem scheiß feuer!  arschloch aber es ist okay ich mach die heute,de,GOWstream.mp4,00:25:52,1970
" ich manifestier das jetzt, ich clappe sie heute ob du hier bist und nicht, göndula!",de,GOWstream.mp4,00:26:19,1971
ich gehe gar nicht mal in die nähe,de,GOWstream.mp4,00:26:56,1972
du musst schon zu mir kommen,de,GOWstream.mp4,00:26:57,1973
ich hasse es ich hasse dich,de,GOWstream.mp4,00:27:02,1974
nee,de,GOWstream.mp4,00:27:26,1975
"danke für dein lurk dimi, nimm mir was süßes mit",de,GOWstream.mp4,00:27:27,1976
nee Atreus wir sterben dann. wenn wir scheiße sind dann sterben wir.,de,GOWstream.mp4,00:27:32,1977
wir benutzen den resurrection stone erst wenn wir unter der hälfte sind,de,GOWstream.mp4,00:27:40,1978
ich frage mich halt ob der berserker stone wirklich besser ist,de,GOWstream.mp4,00:27:55,1979
ich würde mich so gerne hinter sie sneaken können warum geht sowas nicht,de,GOWstream.mp4,00:27:59,1980
i want this,de,GOWstream.mp4,00:28:09,1981
weil ichs eh nie benutze,de,GOWstream.mp4,00:28:35,1982
aber ich glaube dass der skill eigentlich gar nicht wert ist weil ich mach damit mehr damage und dann stun ich sie schneller,de,GOWstream.mp4,00:28:54,1983
also maybe,de,GOWstream.mp4,00:28:57,1984
maybe baby,en,GOWstream.mp4,00:29:00,1985
wo wie wo wann was lb und b ja ok was ist der cooldown? 16 sekunden,de,GOWstream.mp4,00:29:18,1986
i call bullshit,en,GOWstream.mp4,00:29:39,1987
"Nein, nein, ich wollte mein Ding benutzen!",de,GOWstream.mp4,00:31:30,1988
Willst du mich verarschen?,de,GOWstream.mp4,00:31:52,1989
Warum macht es so viel Damage? Ich habe doch 50% extra. Ich habe doch 50% Rabatt auf Feuerdamage.,de,GOWstream.mp4,00:32:00,1990
Das waren so... ich dachte gerade ich habe es. Ich dachte wirklich gerade ich habe es.,de,GOWstream.mp4,00:32:15,1991
"Aber ich habe verkackt meinen Scheiß, meine Rage zu benutzen.",de,GOWstream.mp4,00:32:21,1992
"Ich kann sagen, vielleicht muss ich einfach mehr auf Strength gehen, aber Strength ist halt fucking stark bei mir, weil ich da am meisten draufgehe.",de,GOWstream.mp4,00:32:30,1993
Mir will jemand mal kurz was sagen.,de,GOWstream.mp4,00:33:00,1994
Die sind alles scheiße.,de,GOWstream.mp4,00:33:10,1995
Ich bin nicht in Ordnung.,de,GOWstream.mp4,00:34:10,1997
"Ich weiß auch nicht mehr, wo sie ist.",de,GOWstream.mp4,00:34:38,1998
Ich vergesse einfach gleich meine Rage zu aktivieren.,de,GOWstream.mp4,00:34:59,1999
Aber irgendwie möchte ich den Stein tauschen.,de,GOWstream.mp4,00:35:04,2000
Ich will lieber mit Health aufstehen als mit Rage.,de,GOWstream.mp4,00:35:11,2001
"Weil ich verkack es richtig oft, die Rage überhaupt zu aktivieren, bevor ich sterbe.",de,GOWstream.mp4,00:35:14,2002
"Vielleicht gibt es da noch irgendein Blessing, das mir noch mehr Feuerresistenz gibt oder so.",de,GOWstream.mp4,00:35:19,2003
Das muss doch hier.,de,GOWstream.mp4,00:36:42,2004
Da muss das immer mit ner Runic Attack zusammenhängen. Das find ich kacke.,de,GOWstream.mp4,00:36:52,2005
Warum würde ich das wollen?,de,GOWstream.mp4,00:37:10,2006
Ich will Resurrection Stones.,de,GOWstream.mp4,00:37:13,2007
Aber dafür muss ich erst einen verkaufen.,de,GOWstream.mp4,00:37:18,2008
Und zwar den,de,GOWstream.mp4,00:37:21,2009
Hä? Nein!,de,GOWstream.mp4,00:37:27,2010
Wir sind immer noch bei der ersten.,de,GOWstream.mp4,00:37:35,2012
"Aber ich hab mich jetzt umentschieden, mir einen anderen Resurrection Stone zu holen.",de,GOWstream.mp4,00:37:38,2013
"Damit ich nie mit Rage aufstehe, sondern actually mit HP.",de,GOWstream.mp4,00:37:45,2014
"Ich baue die ganze Zeit oben in der Hoffnung, dass es mir irgendwas bringt.",de,GOWstream.mp4,00:37:55,2015
Die Valkyrie stepped on me,de,GOWstream.mp4,00:37:59,2016
Wenn ich sie lasse.,de,GOWstream.mp4,00:38:03,2017
Wenn ich zu langsam dodge.,de,GOWstream.mp4,00:38:05,2018
"Das ist die, die von oben kommt und auf mich steppt.",de,GOWstream.mp4,00:38:08,2019
But she a bitch!,en,GOWstream.mp4,00:38:13,2020
Ich brauch danach Nasenspray alda,de,GOWstream.mp4,00:38:19,2021
Fuuuck.,de,GOWstream.mp4,00:38:21,2022
"Nein, das wollte ich nicht!",de,GOWstream.mp4,00:38:51,2023
ihr versteht nich ,de,GOWstream.mp4,00:40:45,2025
ne,de,GOWstream.mp4,00:40:51,2026
Hallo Flo Florian,de,GOWstream.mp4,00:40:56,2027
what is upi?,en,GOWstream.mp4,00:41:02,2028
wenn man ich mir andere musik rein,de,GOWstream.mp4,00:41:11,2029
das ist falsch Florian du heißt puma Flo,de,GOWstream.mp4,00:41:15,2030
was für Linken what do you mean,de,GOWstream.mp4,00:41:25,2031
"Entschuldigung Entschuldigung ich hol mir ganz kurz Nasenspray, sonst kann ich einfach nicht atmen",de,GOWstream.mp4,00:41:35,2032
während ich hier verdroschen werde,de,GOWstream.mp4,00:41:41,2033
wofür habe ich mir Airwaves reingehauen wenn ich trotzdem nicht atmen kann ich dachte,de,GOWstream.mp4,00:42:11,2034
"dass das beim atmen hilft,  beim arrtmen.  ja gönndula gönnt einfach nicht",de,GOWstream.mp4,00:42:23,2035
oh nein tut mir leid also Puma de Flo heißt natürlich eigentlich Gustav es tut mir leid,de,GOWstream.mp4,00:42:34,2036
ich wollte niemals einen echten Namen leaken,de,GOWstream.mp4,00:42:53,2037
ne ich habe ich meine Nase ist actually  zu also ich bin nicht ich bin nicht Nasenspray süchtig,de,GOWstream.mp4,00:42:56,2038
versuche so wenig wie möglich irgendwie Nasenspray zu benutzen ich benutze es gerade alle zwei tage,de,GOWstream.mp4,00:43:06,2039
warum habe ich schon damage bekommen??,de,GOWstream.mp4,00:43:25,2040
jetzt wird sie böser,de,GOWstream.mp4,00:45:50,2041
Boah danke Sohn!,de,GOWstream.mp4,00:46:01,2042
"Naja, wenigstens ist das ein guter Song im Hintergrund",de,GOWstream.mp4,00:46:11,2043
Jetzt war Atreus nicht mal useless,de,GOWstream.mp4,00:46:24,2044
Mindless Self-Indulgence ist so geil die Band,de,GOWstream.mp4,00:46:28,2045
Ich will aber eigentlich,de,GOWstream.mp4,00:46:36,2046
Ich mach ein paar Lieder in die Warteschlange,de,GOWstream.mp4,00:46:44,2047
Ja,de,GOWstream.mp4,00:46:55,2048
Ich mach jetzt mit mindless  Self-Indulgence die fucking valkyren,de,GOWstream.mp4,00:46:57,2049
"Ich find sie auch sehr geil, auch vom Design her und so",de,GOWstream.mp4,00:47:07,2050
"Und ja, das Feuer ist nice",de,GOWstream.mp4,00:47:10,2051
Und ich mach sie halt jetzt als viertes,de,GOWstream.mp4,00:47:12,2052
Weil ich krieg ja von ihr das letzte Chaos Blade Upgrade,de,GOWstream.mp4,00:47:14,2053
Und das hätt ich schon gerne,de,GOWstream.mp4,00:47:17,2054
Das fänd ich schon ganz cool,de,GOWstream.mp4,00:47:19,2055
Wir sind seit 30 Minuten bei der Valkyrie,de,GOWstream.mp4,00:47:24,2057
Nein!,de,GOWstream.mp4,00:47:45,2058
Sie hat auf mich gesteppt,de,GOWstream.mp4,00:47:50,2059
"Lass das mal! Mach das mal nicht so oft, Lady!",de,GOWstream.mp4,00:48:40,2060
Woah!,de,GOWstream.mp4,00:49:23,2061
Ja!,de,GOWstream.mp4,00:49:53,2062
"Danke, ich werde keinen Spaß haben. Aber danke für den Lurk. ",de,GOWstream.mp4,00:50:00,2063
"Aber wenigstens gute Musik. Weißt du Flo, wir hatten dreimal schon so einen Versuch.",de,GOWstream.mp4,00:50:23,2064
"Ja, seit ich wieder Miete zahlen muss und eine richtig arschfix Kosten habe und mein scheiß Internetallende schon 45 Euro im Monat kostet.",de,GOWstream.mp4,00:50:45,2066
"Ja, busch. Ich glaube, du bist einer der wenigen, die sich das irgendwie leisten könnten.",de,GOWstream.mp4,00:50:59,2067
"Ja, scheiße.",de,GOWstream.mp4,00:51:12,2068
"Nee, Flo, du wurdest unter den Tisch gezogen. Ihr plottet da jetzt. Ich weiß es doch.",de,GOWstream.mp4,00:51:27,2070
"Ach, leck mich doch, du Arschgeige. Ohne Witz.",de,GOWstream.mp4,00:51:50,2071
"Nee, da sterbe ich jetzt.",de,GOWstream.mp4,00:52:50,2072
Ich hätte sie beschmeißen müssen.,de,GOWstream.mp4,00:53:00,2073
"Ich habe aufgegeben. Ich wollte eigentlich nicht mehr weiter. Ich dachte, das war's.",de,GOWstream.mp4,00:55:50,2074
"Ja, ich war jetzt voll so. Ich wollte ja gerade nicht mehr aufstehen.",de,GOWstream.mp4,00:56:11,2075
"Ich habe ja aus Versehen drauf gedrückt, dass Atreus mich aufweckt. Ich war richtig done.",de,GOWstream.mp4,00:56:39,2076
"Gönndula , hat endlich gegönnt.",de,GOWstream.mp4,00:56:46,2077
"Guck mal, wie viel sie gebracht hat.",de,GOWstream.mp4,00:56:53,2078
"David, mach das Licht an. Ich bin Luni.",de,GOWstream.mp4,00:57:12,2079
Die sind gar nicht so gut. Ich kann sie aufleveln.,de,GOWstream.mp4,00:57:25,2080
Und noch ein drittes Enchantment rein schallern.,de,GOWstream.mp4,00:57:29,2081
Voll lecker.,de,GOWstream.mp4,00:57:40,2082
"Ja, ja, ich kann dann bei den Zwergen ein Dingsi Dongsi... Wisst ihr?",de,GOWstream.mp4,00:57:52,2083
Versteht ihr? Ich kann bei den Zwergen das Dingsi Dongsi gegen eine Chaos Flame eintasuchen.,de,GOWstream.mp4,00:58:02,2084
"Genau, verstehe. Ja, ich hätte es gar nicht. Oh, ich hätte es gar nicht erklären müssen.",de,GOWstream.mp4,00:58:13,2085
"Das ist jetzt schon, das war jetzt schon sehr. Ja, leck mich am Arsch, Alter. Mach ich wann anders.",de,GOWstream.mp4,00:58:31,2086
Und jetzt gehen wir zu Eier und machen die Eilady. Also erst muss ich meine Chaos Plates aufleveln.,de,GOWstream.mp4,00:58:56,2087
"Aber dann. Meine Seele ist ein schwarzes Loch, das stimmt.",de,GOWstream.mp4,00:59:04,2088
"Oh, Internet haben, schon geil.",de,GOWstream.mp4,00:59:20,2089
Wie kriege ich dann perfekt asguardian Steel.,de,GOWstream.mp4,00:59:32,2090
Wo kriege ich den denn her? Kann ich den kaufen?,de,GOWstream.mp4,00:59:39,2091
Nein.,de,GOWstream.mp4,00:59:50,2092
"Voll geil, oh!",de,GOWstream.mp4,01:00:00,2093
Upgrade? Ja!,de,GOWstream.mp4,01:00:04,2094
"So, und jetzt...",de,GOWstream.mp4,01:00:16,2095
Aber wie kriege ich denn...,de,GOWstream.mp4,01:00:20,2096
Was will ich jetzt... Was will ich überhaupt sagen?,de,GOWstream.mp4,01:00:24,2097
"Ne, wie mache ich das denn, dass ich hier so...",de,GOWstream.mp4,01:00:28,2098
...perfekt asguardian steal muss ich,de,GOWstream.mp4,01:00:32,2099
dann actually Dinge tun?,de,GOWstream.mp4,01:00:36,2100
Kriege ich das dann von der nächsten Valkyrie? Das wäre für mich sad.,de,GOWstream.mp4,01:00:40,2101
"Wobei, naja...",de,GOWstream.mp4,01:00:44,2102
Das würde schon Sinn machen.,de,GOWstream.mp4,01:00:48,2103
"So, dann verlassen wir mal die Welt.",de,GOWstream.mp4,01:00:52,2104
"Das Ding ist, sollen wir jetzt",de,GOWstream.mp4,01:00:56,2105
"Eir machen in Midgard, die letzte Valkyrie in Midgard?",de,GOWstream.mp4,01:01:00,2106
"Oder gehen wir mal nach Alfheim und machen die da und gucken, wie die so drauf ist?",de,GOWstream.mp4,01:01:04,2107
That's a problem.,de,GOWstream.mp4,01:01:12,2109
Ich brauche ein bisschen Zeit.,de,GOWstream.mp4,01:01:16,2110
That's a problem. Ich brauche halt noch eine in...,de,GOWstream.mp4,01:01:20,2111
Ich muss auch noch nach Helheim.,de,GOWstream.mp4,01:01:24,2112
"Ja leck mich doch, dann sagst du mir doch gar nicht erst.",de,GOWstream.mp4,01:01:32,2113
"Ich gehe nach Helheim mal, weil ich wissen will, wo die Valkyrie ist.",de,GOWstream.mp4,01:01:36,2114
"Ich hab noch eine in Midgard, eine in Helheim, eine in Alfheim",de,GOWstream.mp4,01:01:40,2115
und eine in... wo bin ich gerade gewesen?,de,GOWstream.mp4,01:01:48,2116
"Muspelheim glaube ich. Ne, Niflheim.",de,GOWstream.mp4,01:01:52,2117
In der Giftwelt halt. Ich verwechsel die beiden immer.,de,GOWstream.mp4,01:01:56,2118
Aber auf die Giftwelt habe ich gerade keinen Bock noch.,de,GOWstream.mp4,01:02:00,2119
"Wir gehen jetzt erstmal ins Kalti, weil jetzt haben wir voll Feuer.",de,GOWstream.mp4,01:02:04,2120
Wir schaffen es.,de,GOWstream.mp4,01:02:16,2122
Ich hänge halt teilweise echt lange an einer Valkyrie.,de,GOWstream.mp4,01:02:20,2123
Da ist sie doch gleich.,de,GOWstream.mp4,01:02:34,2124
Easy peasy lemon squeezy.,de,GOWstream.mp4,01:02:38,2125
Das ist actually voll smart.,de,GOWstream.mp4,01:02:42,2126
Schon.,de,GOWstream.mp4,01:02:50,2127
Okay.,de,GOWstream.mp4,01:02:54,2128
Hallo?,de,GOWstream.mp4,01:03:10,2129
Okay.,de,GOWstream.mp4,01:03:24,2130
"Eigentlich wäre es geil, wenn ich mehr Gegner noch kriege, weil dann hab ich mehr Rage",de,GOWstream.mp4,01:03:46,2131
"Ne, brauche ich nicht.",de,GOWstream.mp4,01:04:20,2132
"Okay, Helheim ist super klein.",de,GOWstream.mp4,01:04:36,2133
Die ganzen anderen Welten sind eigentlich super klein.,de,GOWstream.mp4,01:04:40,2134
Okay.,de,GOWstream.mp4,01:04:50,2135
hä ist hier noch einer?,de,GOWstream.mp4,01:05:02,2136
Nö.,de,GOWstream.mp4,01:05:06,2137
"Achso, das habe ich gebraucht",de,GOWstream.mp4,01:05:14,2138
für die Tür.,de,GOWstream.mp4,01:05:18,2139
Aber hier ist noch ein Dingsy.,de,GOWstream.mp4,01:05:22,2140
"Stimmt, du warst letztes Mal gar nicht dabei, Kind.",de,GOWstream.mp4,01:05:28,2141
"Ja, hier ist es ein bisschen kalti.",de,GOWstream.mp4,01:05:32,2142
"Ach, die bleibt offen.",de,GOWstream.mp4,01:05:48,2143
"Ja, dann ist es egal.",de,GOWstream.mp4,01:05:52,2144
Ich höre dich.,de,GOWstream.mp4,01:06:12,2145
Arschlochraben.,de,GOWstream.mp4,01:06:16,2146
"Hm, jetzt habe ich Leben verloren. Das finde ich kacki.",de,GOWstream.mp4,01:06:46,2147
"Egal, erst mal hier.",de,GOWstream.mp4,01:06:50,2148
"Zu gehen tuts hier, echt so!",de,GOWstream.mp4,01:06:58,2149
"Da ist dieser Fotzenrabe, den ich hier ewig gesucht hab",de,GOWstream.mp4,01:07:02,2150
Ich habe den nicht gesehen.,de,GOWstream.mp4,01:07:06,2151
"Ich habe den, wo ich das erste Mal da war, so lange gesucht,",de,GOWstream.mp4,01:07:14,2152
"aber ich hatte das scheiß Kind nicht dabei, also konnte ich da nicht durch.",de,GOWstream.mp4,01:07:18,2153
Aber ich kann ja selber keine Bomben planten.,de,GOWstream.mp4,01:07:22,2154
Kann nur er.,de,GOWstream.mp4,01:07:26,2155
Mir fehlen immer noch zwei Raben da.,de,GOWstream.mp4,01:07:30,2156
Hallo!,de,GOWstream.mp4,01:08:18,2157
Tschüss!,de,GOWstream.mp4,01:08:22,2158
Hekko! Viel Spaß beim Arbeiten.,de,GOWstream.mp4,01:08:26,2159
"Danke fürs Liebe-darleisten, liebe Sof, sof schmoff",de,GOWstream.mp4,01:08:30,2160
"Wait, ich musste gar keine Tür auf ääääh",de,GOWstream.mp4,01:08:34,2161
Steinmeißeln.,de,GOWstream.mp4,01:08:38,2162
Das fühlt sich falsch an.,de,GOWstream.mp4,01:08:42,2163
Fake sof is hier.,de,GOWstream.mp4,01:09:30,2164
Hier ist ja voll schön!,de,GOWstream.mp4,01:09:34,2165
"Die hat ja einen kleinen Wintergarten hier, die Lady. Das ist ja nicenstein",de,GOWstream.mp4,01:09:38,2166
Aber hier fliegt irgendwo so ein Fotzenrabe rum.,de,GOWstream.mp4,01:09:42,2167
"Okay, also.",de,GOWstream.mp4,01:09:46,2168
Ich habe alle Gateways.,de,GOWstream.mp4,01:09:50,2169
"Okay, wenn ich hier die Walküre noch habe, dann habe ich alles discovered.",de,GOWstream.mp4,01:09:54,2170
Und hier ist der letzte Rabe. Dann habe ich die Welt fertig mit den Raben.,de,GOWstream.mp4,01:10:00,2171
Ich bin echt überrascht. Wo ist der?,de,GOWstream.mp4,01:10:12,2172
Wo ist der?,de,GOWstream.mp4,01:10:20,2173
Rabe?,de,GOWstream.mp4,01:10:23,2174
Hallo?,de,GOWstream.mp4,01:10:35,2175
"Hey, jetzt höre ich den gar nicht mehr.",de,GOWstream.mp4,01:10:45,2176
Der ist ja da drin.,de,GOWstream.mp4,01:10:53,2177
"Chill mal. Oh ja, tatsächlich.",de,GOWstream.mp4,01:11:01,2178
"Nee, nee.",de,GOWstream.mp4,01:11:09,2179
"Okay, ich bin viel. Aber komplett dumm bin ich nicht. Nur bisschen.",de,GOWstream.mp4,01:11:13,2180
So.,de,GOWstream.mp4,01:11:18,2181
"Liebe Walküre, ich muss wahrscheinlich mit meinen Fireblades gegen dich kämpfen, weil du machst irgendwas mit Eis.",de,GOWstream.mp4,01:11:20,2182
Das ist das Logischste.,de,GOWstream.mp4,01:11:26,2183
First of all.,en,GOWstream.mp4,01:11:34,2184
Ich brauche keine Poison Resistance.,de,GOWstream.mp4,01:11:47,2186
Und das brauche ich auch nicht.,de,GOWstream.mp4,01:11:49,2187
Was habe ich denn in meinen anderen Handschuhen drin?,de,GOWstream.mp4,01:11:54,2188
"Nee, das wollte ich gar nicht.",de,GOWstream.mp4,01:12:00,2189
Ich möchte das unsocketetenenene.,de,GOWstream.mp4,01:12:03,2190
Und das auch.,de,GOWstream.mp4,01:12:08,2191
Und dann mache ich das nämlich.,de,GOWstream.mp4,01:12:11,2192
"Ich weiß immer noch nicht, was mir Luck bringt in God of War.",de,GOWstream.mp4,01:12:20,2193
Das ist so mein Problem. Warum sollte ich Luck haben wollen?,de,GOWstream.mp4,01:12:23,2194
Darf ich ja eh nicht. Das ist ja gegen mein Geburtsrecht.,de,GOWstream.mp4,01:12:27,2195
Wisst ihr?,de,GOWstream.mp4,01:12:35,2196
Das macht keinen Sinn.,de,GOWstream.mp4,01:12:37,2197
"Better loot. Ja, dann drauf geschissen.",de,GOWstream.mp4,01:12:39,2198
"So, ähm.",de,GOWstream.mp4,01:12:50,2199
"Ich will das mit Feuer haben, wa?",de,GOWstream.mp4,01:12:53,2200
"Lol, ich habe... Egal.",de,GOWstream.mp4,01:13:02,2201
"Nein. Nein, nein, nein, nein, nein, nein, nein, nein, nein, nein.",de,GOWstream.mp4,01:13:30,2202
Nee. Nee. Das ist irgendwas...,de,GOWstream.mp4,01:13:33,2203
"Also jetzt aber, gell? Es reicht gleich",de,GOWstream.mp4,01:13:47,2204
Jetzt chill doch! Was ist mit der denn?,de,GOWstream.mp4,01:13:58,2205
Ich hab keinen Wiederbelebnisstein.,de,GOWstream.mp4,01:14:57,2206
Nein!,de,GOWstream.mp4,01:15:19,2207
Alle die Masken sind wild.,de,GOWstream.mp4,01:15:25,2208
Also die hat wirklich... Die war jetzt wirklich nicht...,de,GOWstream.mp4,01:15:28,2209
